description,industry,level,size,line_code,value
Percentage of employees in this business who participated in health and safety training - 50% or less,total,0,6–19 employees,C2906_03,3282
Percentage of employees in this business who participated in health and safety training - 50% or less,total,0,20–49 employees,C2906_03,921
Percentage of employees in this business who participated in health and safety training - 50% or less,total,0,50–99 employees,C2906_03,273
Percentage of employees in this business who participated in health and safety training - 50% or less,total,0,100+ employees,C2906_03,279
Percentage of employees in this business who participated in health and safety training - 50% or less,"Agriculture, forestry, & fishing",1,total,C2906_03,264
Percentage of employees in this business who participated in health and safety training - 50% or less,Agriculture,2,total,C2906_03,162
Percentage of employees in this business who participated in health and safety training - 50% or less,Commercial fishing,2,total,C2906_03,6
Percentage of employees in this business who participated in health and safety training - 50% or less,Forestry & logging,2,total,C2906_03,21
Percentage of employees in this business who participated in health and safety training - 50% or less,"Agriculture, forestry, & fishing support services",2,total,C2906_03,75
Percentage of employees in this business who participated in health and safety training - 50% or less,Mining,1,total,C2906_03,15
Percentage of employees in this business who participated in health and safety training - 50% or less,Manufacturing,1,total,C2906_03,792
Percentage of employees in this business who participated in health and safety training - 50% or less,"Food, beverage, & tobacco",2,total,C2906_03,177
Percentage of employees in this business who participated in health and safety training - 50% or less,"Textile, clothing, footwear, & leather",2,total,C2906_03,27
Percentage of employees in this business who participated in health and safety training - 50% or less,Wood & paper product,2,total,C2906_03,87
Percentage of employees in this business who participated in health and safety training - 50% or less,"Printing, publishing, & recorded media",2,total,C2906_03,39
Percentage of employees in this business who participated in health and safety training - 50% or less,"Petroleum, coal, chemical, & associated product",2,total,C2906_03,54
Percentage of employees in this business who participated in health and safety training - 50% or less,Non-metallic mineral product,2,total,C2906_03,24
Percentage of employees in this business who participated in health and safety training - 50% or less,Metal product,2,total,C2906_03,144
Percentage of employees in this business who participated in health and safety training - 50% or less,Transport and industrial machinery & equipment,2,total,C2906_03,165
Percentage of employees in this business who participated in health and safety training - 50% or less,Other machinery & equipment,2,total,C2906_03,27
Percentage of employees in this business who participated in health and safety training - 50% or less,Other manufacturing,2,total,C2906_03,45
Percentage of employees in this business who participated in health and safety training - 50% or less,"Electricity, gas, water, & waste services",1,total,C2906_03,24
Percentage of employees in this business who participated in health and safety training - 50% or less,Construction,1,total,C2906_03,699
Percentage of employees in this business who participated in health and safety training - 50% or less,Wholesale trade,1,total,C2906_03,501
Percentage of employees in this business who participated in health and safety training - 50% or less,Machinery & equipment wholesaling,2,total,C2906_03,177
Percentage of employees in this business who participated in health and safety training - 50% or less,Other wholesale trade,2,total,C2906_03,321
Percentage of employees in this business who participated in health and safety training - 50% or less,Retail trade,1,total,C2906_03,441
Percentage of employees in this business who participated in health and safety training - 50% or less,Accommodation & food services,1,total,C2906_03,393
Percentage of employees in this business who participated in health and safety training - 50% or less,"Transport, postal, & warehousing",1,total,C2906_03,180
Percentage of employees in this business who participated in health and safety training - 50% or less,Information media & telecommunications,1,total,C2906_03,39
Percentage of employees in this business who participated in health and safety training - 50% or less,Publishing,2,total,C2906_03,21
Percentage of employees in this business who participated in health and safety training - 50% or less,Motion picture,2,total,C2906_03,6
Percentage of employees in this business who participated in health and safety training - 50% or less,Telecommunications,2,total,C2906_03,12
Percentage of employees in this business who participated in health and safety training - 50% or less,Financial & insurance services,1,total,C2906_03,39
Percentage of employees in this business who participated in health and safety training - 50% or less,Finance,2,total,C2906_03,15
Percentage of employees in this business who participated in health and safety training - 50% or less,Insurance,2,total,C2906_03,3
Percentage of employees in this business who participated in health and safety training - 50% or less,Auxiliary,2,total,C2906_03,24
Percentage of employees in this business who participated in health and safety training - 50% or less,"Rental, hiring, & real estate services",1,total,C2906_03,120
Percentage of employees in this business who participated in health and safety training - 50% or less,"Professional, scientific, & technical services",1,total,C2906_03,498
Percentage of employees in this business who participated in health and safety training - 50% or less,Computer systems design,2,total,C2906_03,27
Percentage of employees in this business who participated in health and safety training - 50% or less,Other professional scientific,2,total,C2906_03,474
Percentage of employees in this business who participated in health and safety training - 50% or less,Administrative & support services,1,total,C2906_03,195
Percentage of employees in this business who participated in health and safety training - 50% or less,Education & training,1,total,C2906_03,141
Percentage of employees in this business who participated in health and safety training - 50% or less,Health care & social assistance,1,total,C2906_03,210
Percentage of employees in this business who participated in health and safety training - 50% or less,Arts & recreation services,1,total,C2906_03,48
Percentage of employees in this business who participated in health and safety training - 50% or less,Other services,1,total,C2906_03,147
Percentage of employees in this business who participated in health and safety training - 50% or less,total,0,total,C2906_03,4758
Percentage of employees in this business who participated in health and safety training - 75%or less,total,0,6–19 employees,C2906_04,2316
Percentage of employees in this business who participated in health and safety training - 75%or less,total,0,20–49 employees,C2906_04,804
Percentage of employees in this business who participated in health and safety training - 75%or less,total,0,50–99 employees,C2906_04,288
Percentage of employees in this business who participated in health and safety training - 75%or less,total,0,100+ employees,C2906_04,246
Percentage of employees in this business who participated in health and safety training - 75%or less,"Agriculture, forestry, & fishing",1,total,C2906_04,384
Percentage of employees in this business who participated in health and safety training - 75%or less,Agriculture,2,total,C2906_04,255
Percentage of employees in this business who participated in health and safety training - 75%or less,Commercial fishing,2,total,C2906_04,3
Percentage of employees in this business who participated in health and safety training - 75%or less,Forestry & logging,2,total,C2906_04,30
Percentage of employees in this business who participated in health and safety training - 75%or less,"Agriculture, forestry, & fishing support services",2,total,C2906_04,96
Percentage of employees in this business who participated in health and safety training - 75%or less,Mining,1,total,C2906_04,12
Percentage of employees in this business who participated in health and safety training - 75%or less,Manufacturing,1,total,C2906_04,456
Percentage of employees in this business who participated in health and safety training - 75%or less,"Food, beverage, & tobacco",2,total,C2906_04,114
Percentage of employees in this business who participated in health and safety training - 75%or less,"Textile, clothing, footwear, & leather",2,total,C2906_04,15
Percentage of employees in this business who participated in health and safety training - 75%or less,Wood & paper product,2,total,C2906_04,30
Percentage of employees in this business who participated in health and safety training - 75%or less,"Printing, publishing, & recorded media",2,total,C2906_04,12
Percentage of employees in this business who participated in health and safety training - 75%or less,"Petroleum, coal, chemical, & associated product",2,total,C2906_04,18
Percentage of employees in this business who participated in health and safety training - 75%or less,Non-metallic mineral product,2,total,C2906_04,15
Percentage of employees in this business who participated in health and safety training - 75%or less,Metal product,2,total,C2906_04,111
Percentage of employees in this business who participated in health and safety training - 75%or less,Transport and industrial machinery & equipment,2,total,C2906_04,96
Percentage of employees in this business who participated in health and safety training - 75%or less,Other machinery & equipment,2,total,C2906_04,9
Percentage of employees in this business who participated in health and safety training - 75%or less,Other manufacturing,2,total,C2906_04,33
Percentage of employees in this business who participated in health and safety training - 75%or less,"Electricity, gas, water, & waste services",1,total,C2906_04,15
Percentage of employees in this business who participated in health and safety training - 75%or less,Construction,1,total,C2906_04,414
Percentage of employees in this business who participated in health and safety training - 75%or less,Wholesale trade,1,total,C2906_04,228
Percentage of employees in this business who participated in health and safety training - 75%or less,Machinery & equipment wholesaling,2,total,C2906_04,93
Percentage of employees in this business who participated in health and safety training - 75%or less,Other wholesale trade,2,total,C2906_04,132
Percentage of employees in this business who participated in health and safety training - 75%or less,Retail trade,1,total,C2906_04,444
Percentage of employees in this business who participated in health and safety training - 75%or less,Accommodation & food services,1,total,C2906_04,630
Percentage of employees in this business who participated in health and safety training - 75%or less,"Transport, postal, & warehousing",1,total,C2906_04,123
Percentage of employees in this business who participated in health and safety training - 75%or less,Information media & telecommunications,1,total,C2906_04,21
Percentage of employees in this business who participated in health and safety training - 75%or less,Publishing,2,total,C2906_04,3
Percentage of employees in this business who participated in health and safety training - 75%or less,Motion picture,2,total,C2906_04,6
Percentage of employees in this business who participated in health and safety training - 75%or less,Telecommunications,2,total,C2906_04,6
Percentage of employees in this business who participated in health and safety training - 75%or less,Financial & insurance services,1,total,C2906_04,24
Percentage of employees in this business who participated in health and safety training - 75%or less,Finance,2,total,C2906_04,18
Percentage of employees in this business who participated in health and safety training - 75%or less,Insurance,2,total,C2906_04,0
Percentage of employees in this business who participated in health and safety training - 75%or less,Auxiliary,2,total,C2906_04,6
Percentage of employees in this business who participated in health and safety training - 75%or less,"Rental, hiring, & real estate services",1,total,C2906_04,48
Percentage of employees in this business who participated in health and safety training - 75%or less,"Professional, scientific, & technical services",1,total,C2906_04,228
Percentage of employees in this business who participated in health and safety training - 75%or less,Computer systems design,2,total,C2906_04,18
Percentage of employees in this business who participated in health and safety training - 75%or less,Other professional scientific,2,total,C2906_04,213
Percentage of employees in this business who participated in health and safety training - 75%or less,Administrative & support services,1,total,C2906_04,96
Percentage of employees in this business who participated in health and safety training - 75%or less,Education & training,1,total,C2906_04,111
Percentage of employees in this business who participated in health and safety training - 75%or less,Health care & social assistance,1,total,C2906_04,285
Percentage of employees in this business who participated in health and safety training - 75%or less,Arts & recreation services,1,total,C2906_04,30
Percentage of employees in this business who participated in health and safety training - 75%or less,Other services,1,total,C2906_04,102
Percentage of employees in this business who participated in health and safety training - 75%or less,total,0,total,C2906_04,3654
Percentage of employees in this business who participated in health and safety training - 76% - 100%,total,0,6–19 employees,C2906_05,11475
Percentage of employees in this business who participated in health and safety training - 76% - 100%,total,0,20–49 employees,C2906_05,2754
Percentage of employees in this business who participated in health and safety training - 76% - 100%,total,0,50–99 employees,C2906_05,789
Percentage of employees in this business who participated in health and safety training - 76% - 100%,total,0,100+ employees,C2906_05,630
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Agriculture, forestry, & fishing",1,total,C2906_05,1398
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Agriculture,2,total,C2906_05,861
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Commercial fishing,2,total,C2906_05,18
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Forestry & logging,2,total,C2906_05,132
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Agriculture, forestry, & fishing support services",2,total,C2906_05,387
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Mining,1,total,C2906_05,48
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Manufacturing,1,total,C2906_05,1692
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Food, beverage, & tobacco",2,total,C2906_05,354
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Textile, clothing, footwear, & leather",2,total,C2906_05,60
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Wood & paper product,2,total,C2906_05,168
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Printing, publishing, & recorded media",2,total,C2906_05,30
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Petroleum, coal, chemical, & associated product",2,total,C2906_05,168
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Non-metallic mineral product,2,total,C2906_05,81
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Metal product,2,total,C2906_05,333
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Transport and industrial machinery & equipment,2,total,C2906_05,324
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Other machinery & equipment,2,total,C2906_05,72
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Other manufacturing,2,total,C2906_05,105
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Electricity, gas, water, & waste services",1,total,C2906_05,66
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Construction,1,total,C2906_05,3009
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Wholesale trade,1,total,C2906_05,987
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Machinery & equipment wholesaling,2,total,C2906_05,258
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Other wholesale trade,2,total,C2906_05,729
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Retail trade,1,total,C2906_05,1251
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Accommodation & food services,1,total,C2906_05,2157
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Transport, postal, & warehousing",1,total,C2906_05,762
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Information media & telecommunications,1,total,C2906_05,66
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Publishing,2,total,C2906_05,12
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Motion picture,2,total,C2906_05,27
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Telecommunications,2,total,C2906_05,24
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Financial & insurance services,1,total,C2906_05,168
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Finance,2,total,C2906_05,72
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Insurance,2,total,C2906_05,18
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Auxiliary,2,total,C2906_05,81
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Rental, hiring, & real estate services",1,total,C2906_05,372
Percentage of employees in this business who participated in health and safety training - 76% - 100%,"Professional, scientific, & technical services",1,total,C2906_05,984
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Computer systems design,2,total,C2906_05,93
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Other professional scientific,2,total,C2906_05,894
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Administrative & support services,1,total,C2906_05,507
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Education & training,1,total,C2906_05,300
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Health care & social assistance,1,total,C2906_05,1317
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Arts & recreation services,1,total,C2906_05,213
Percentage of employees in this business who participated in health and safety training - 76% - 100%,Other services,1,total,C2906_05,345
Percentage of employees in this business who participated in health and safety training - 76% - 100%,total,0,total,C2906_05,15648
Percentage of employees in this business who participated in health and safety training - don't know,total,0,6–19 employees,C2906_06,1065
Percentage of employees in this business who participated in health and safety training - don't know,total,0,20–49 employees,C2906_06,276
Percentage of employees in this business who participated in health and safety training - don't know,total,0,50–99 employees,C2906_06,54
Percentage of employees in this business who participated in health and safety training - don't know,total,0,100+ employees,C2906_06,99
Percentage of employees in this business who participated in health and safety training - don't know,"Agriculture, forestry, & fishing",1,total,C2906_06,105
Percentage of employees in this business who participated in health and safety training - don't know,Agriculture,2,total,C2906_06,87
Percentage of employees in this business who participated in health and safety training - don't know,Commercial fishing,2,total,C2906_06,0
Percentage of employees in this business who participated in health and safety training - don't know,Forestry & logging,2,total,C2906_06,9
Percentage of employees in this business who participated in health and safety training - don't know,"Agriculture, forestry, & fishing support services",2,total,C2906_06,9
Percentage of employees in this business who participated in health and safety training - don't know,Mining,1,total,C2906_06,3
Percentage of employees in this business who participated in health and safety training - don't know,Manufacturing,1,total,C2906_06,150
Percentage of employees in this business who participated in health and safety training - don't know,"Food, beverage, & tobacco",2,total,C2906_06,51
Percentage of employees in this business who participated in health and safety training - don't know,"Textile, clothing, footwear, & leather",2,total,C2906_06,9
Percentage of employees in this business who participated in health and safety training - don't know,Wood & paper product,2,total,C2906_06,18
Percentage of employees in this business who participated in health and safety training - don't know,"Printing, publishing, & recorded media",2,total,C2906_06,9
Percentage of employees in this business who participated in health and safety training - don't know,"Petroleum, coal, chemical, & associated product",2,total,C2906_06,6
Percentage of employees in this business who participated in health and safety training - don't know,Non-metallic mineral product,2,total,C2906_06,12
Percentage of employees in this business who participated in health and safety training - don't know,Metal product,2,total,C2906_06,12
Percentage of employees in this business who participated in health and safety training - don't know,Transport and industrial machinery & equipment,2,total,C2906_06,21
Percentage of employees in this business who participated in health and safety training - don't know,Other machinery & equipment,2,total,C2906_06,6
Percentage of employees in this business who participated in health and safety training - don't know,Other manufacturing,2,total,C2906_06,6
Percentage of employees in this business who participated in health and safety training - don't know,"Electricity, gas, water, & waste services",1,total,C2906_06,3
Percentage of employees in this business who participated in health and safety training - don't know,Construction,1,total,C2906_06,93
Percentage of employees in this business who participated in health and safety training - don't know,Wholesale trade,1,total,C2906_06,192
Percentage of employees in this business who participated in health and safety training - don't know,Machinery & equipment wholesaling,2,total,C2906_06,33
Percentage of employees in this business who participated in health and safety training - don't know,Other wholesale trade,2,total,C2906_06,156
Percentage of employees in this business who participated in health and safety training - don't know,Retail trade,1,total,C2906_06,57
Percentage of employees in this business who participated in health and safety training - don't know,Accommodation & food services,1,total,C2906_06,366
Percentage of employees in this business who participated in health and safety training - don't know,"Transport, postal, & warehousing",1,total,C2906_06,57
Percentage of employees in this business who participated in health and safety training - don't know,Information media & telecommunications,1,total,C2906_06,27
Percentage of employees in this business who participated in health and safety training - don't know,Publishing,2,total,C2906_06,0
Percentage of employees in this business who participated in health and safety training - don't know,Motion picture,2,total,C2906_06,15
Percentage of employees in this business who participated in health and safety training - don't know,Telecommunications,2,total,C2906_06,6
Percentage of employees in this business who participated in health and safety training - don't know,Financial & insurance services,1,total,C2906_06,15
Percentage of employees in this business who participated in health and safety training - don't know,Finance,2,total,C2906_06,9
Percentage of employees in this business who participated in health and safety training - don't know,Insurance,2,total,C2906_06,0
Percentage of employees in this business who participated in health and safety training - don't know,Auxiliary,2,total,C2906_06,9
Percentage of employees in this business who participated in health and safety training - don't know,"Rental, hiring, & real estate services",1,total,C2906_06,24
Percentage of employees in this business who participated in health and safety training - don't know,"Professional, scientific, & technical services",1,total,C2906_06,180
Percentage of employees in this business who participated in health and safety training - don't know,Computer systems design,2,total,C2906_06,57
Percentage of employees in this business who participated in health and safety training - don't know,Other professional scientific,2,total,C2906_06,123
Percentage of employees in this business who participated in health and safety training - don't know,Administrative & support services,1,total,C2906_06,51
Percentage of employees in this business who participated in health and safety training - don't know,Education & training,1,total,C2906_06,33
Percentage of employees in this business who participated in health and safety training - don't know,Health care & social assistance,1,total,C2906_06,81
Percentage of employees in this business who participated in health and safety training - don't know,Arts & recreation services,1,total,C2906_06,6
Percentage of employees in this business who participated in health and safety training - don't know,Other services,1,total,C2906_06,54
Percentage of employees in this business who participated in health and safety training - don't know,total,0,total,C2906_06,1497
Percentage of employees in this business who participated in other job related skills training - zero,total,0,6–19 employees,C2907_01,8805
Percentage of employees in this business who participated in other job related skills training - zero,total,0,20–49 employees,C2907_01,1629
Percentage of employees in this business who participated in other job related skills training - zero,total,0,50–99 employees,C2907_01,315
Percentage of employees in this business who participated in other job related skills training - zero,total,0,100+ employees,C2907_01,153
Percentage of employees in this business who participated in other job related skills training - zero,"Agriculture, forestry, & fishing",1,total,C2907_01,924
Percentage of employees in this business who participated in other job related skills training - zero,Agriculture,2,total,C2907_01,624
Percentage of employees in this business who participated in other job related skills training - zero,Commercial fishing,2,total,C2907_01,12
Percentage of employees in this business who participated in other job related skills training - zero,Forestry & logging,2,total,C2907_01,45
Percentage of employees in this business who participated in other job related skills training - zero,"Agriculture, forestry, & fishing support services",2,total,C2907_01,246
Percentage of employees in this business who participated in other job related skills training - zero,Mining,1,total,C2907_01,24
Percentage of employees in this business who participated in other job related skills training - zero,Manufacturing,1,total,C2907_01,1347
Percentage of employees in this business who participated in other job related skills training - zero,"Food, beverage, & tobacco",2,total,C2907_01,162
Percentage of employees in this business who participated in other job related skills training - zero,"Textile, clothing, footwear, & leather",2,total,C2907_01,93
Percentage of employees in this business who participated in other job related skills training - zero,Wood & paper product,2,total,C2907_01,162
Percentage of employees in this business who participated in other job related skills training - zero,"Printing, publishing, & recorded media",2,total,C2907_01,90
Percentage of employees in this business who participated in other job related skills training - zero,"Petroleum, coal, chemical, & associated product",2,total,C2907_01,66
Percentage of employees in this business who participated in other job related skills training - zero,Non-metallic mineral product,2,total,C2907_01,57
Percentage of employees in this business who participated in other job related skills training - zero,Metal product,2,total,C2907_01,267
Percentage of employees in this business who participated in other job related skills training - zero,Transport and industrial machinery & equipment,2,total,C2907_01,288
Percentage of employees in this business who participated in other job related skills training - zero,Other machinery & equipment,2,total,C2907_01,63
Percentage of employees in this business who participated in other job related skills training - zero,Other manufacturing,2,total,C2907_01,99
Percentage of employees in this business who participated in other job related skills training - zero,"Electricity, gas, water, & waste services",1,total,C2907_01,27
Percentage of employees in this business who participated in other job related skills training - zero,Construction,1,total,C2907_01,1194
Percentage of employees in this business who participated in other job related skills training - zero,Wholesale trade,1,total,C2907_01,687
Percentage of employees in this business who participated in other job related skills training - zero,Machinery & equipment wholesaling,2,total,C2907_01,285
Percentage of employees in this business who participated in other job related skills training - zero,Other wholesale trade,2,total,C2907_01,402
Percentage of employees in this business who participated in other job related skills training - zero,Retail trade,1,total,C2907_01,1341
Percentage of employees in this business who participated in other job related skills training - zero,Accommodation & food services,1,total,C2907_01,1140
Percentage of employees in this business who participated in other job related skills training - zero,"Transport, postal, & warehousing",1,total,C2907_01,402
Percentage of employees in this business who participated in other job related skills training - zero,Information media & telecommunications,1,total,C2907_01,102
Percentage of employees in this business who participated in other job related skills training - zero,Publishing,2,total,C2907_01,45
Percentage of employees in this business who participated in other job related skills training - zero,Motion picture,2,total,C2907_01,42
Percentage of employees in this business who participated in other job related skills training - zero,Telecommunications,2,total,C2907_01,15
Percentage of employees in this business who participated in other job related skills training - zero,Financial & insurance services,1,total,C2907_01,135
Percentage of employees in this business who participated in other job related skills training - zero,Finance,2,total,C2907_01,48
Percentage of employees in this business who participated in other job related skills training - zero,Insurance,2,total,C2907_01,3
Percentage of employees in this business who participated in other job related skills training - zero,Auxiliary,2,total,C2907_01,84
Percentage of employees in this business who participated in other job related skills training - zero,"Rental, hiring, & real estate services",1,total,C2907_01,174
Percentage of employees in this business who participated in other job related skills training - zero,"Professional, scientific, & technical services",1,total,C2907_01,1542
Percentage of employees in this business who participated in other job related skills training - zero,Computer systems design,2,total,C2907_01,273
Percentage of employees in this business who participated in other job related skills training - zero,Other professional scientific,2,total,C2907_01,1269
Percentage of employees in this business who participated in other job related skills training - zero,Administrative & support services,1,total,C2907_01,435
Percentage of employees in this business who participated in other job related skills training - zero,Education & training,1,total,C2907_01,264
Percentage of employees in this business who participated in other job related skills training - zero,Health care & social assistance,1,total,C2907_01,624
Percentage of employees in this business who participated in other job related skills training - zero,Arts & recreation services,1,total,C2907_01,87
Percentage of employees in this business who participated in other job related skills training - zero,Other services,1,total,C2907_01,447
Percentage of employees in this business who participated in other job related skills training - zero,total,0,total,C2907_01,10905
Percentage of employees in this business who participated in other job related skills training - 25% or less,total,0,6–19 employees,C2907_02,4893
Percentage of employees in this business who participated in other job related skills training - 25% or less,total,0,20–49 employees,C2907_02,1971
Percentage of employees in this business who participated in other job related skills training - 25% or less,total,0,50–99 employees,C2907_02,639
Percentage of employees in this business who participated in other job related skills training - 25% or less,total,0,100+ employees,C2907_02,564
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Agriculture, forestry, & fishing",1,total,C2907_02,624
Percentage of employees in this business who participated in other job related skills training - 25% or less,Agriculture,2,total,C2907_02,420
Percentage of employees in this business who participated in other job related skills training - 25% or less,Commercial fishing,2,total,C2907_02,12
Percentage of employees in this business who participated in other job related skills training - 25% or less,Forestry & logging,2,total,C2907_02,36
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Agriculture, forestry, & fishing support services",2,total,C2907_02,153
Percentage of employees in this business who participated in other job related skills training - 25% or less,Mining,1,total,C2907_02,27
Percentage of employees in this business who participated in other job related skills training - 25% or less,Manufacturing,1,total,C2907_02,1371
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Food, beverage, & tobacco",2,total,C2907_02,297
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Textile, clothing, footwear, & leather",2,total,C2907_02,72
Percentage of employees in this business who participated in other job related skills training - 25% or less,Wood & paper product,2,total,C2907_02,156
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Printing, publishing, & recorded media",2,total,C2907_02,60
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Petroleum, coal, chemical, & associated product",2,total,C2907_02,132
Percentage of employees in this business who participated in other job related skills training - 25% or less,Non-metallic mineral product,2,total,C2907_02,45
Percentage of employees in this business who participated in other job related skills training - 25% or less,Metal product,2,total,C2907_02,225
Percentage of employees in this business who participated in other job related skills training - 25% or less,Transport and industrial machinery & equipment,2,total,C2907_02,264
Percentage of employees in this business who participated in other job related skills training - 25% or less,Other machinery & equipment,2,total,C2907_02,48
Percentage of employees in this business who participated in other job related skills training - 25% or less,Other manufacturing,2,total,C2907_02,72
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Electricity, gas, water, & waste services",1,total,C2907_02,24
Percentage of employees in this business who participated in other job related skills training - 25% or less,Construction,1,total,C2907_02,1107
Percentage of employees in this business who participated in other job related skills training - 25% or less,Wholesale trade,1,total,C2907_02,681
Percentage of employees in this business who participated in other job related skills training - 25% or less,Machinery & equipment wholesaling,2,total,C2907_02,210
Percentage of employees in this business who participated in other job related skills training - 25% or less,Other wholesale trade,2,total,C2907_02,471
Percentage of employees in this business who participated in other job related skills training - 25% or less,Retail trade,1,total,C2907_02,1197
Percentage of employees in this business who participated in other job related skills training - 25% or less,Accommodation & food services,1,total,C2907_02,708
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Transport, postal, & warehousing",1,total,C2907_02,309
Percentage of employees in this business who participated in other job related skills training - 25% or less,Information media & telecommunications,1,total,C2907_02,69
Percentage of employees in this business who participated in other job related skills training - 25% or less,Publishing,2,total,C2907_02,24
Percentage of employees in this business who participated in other job related skills training - 25% or less,Motion picture,2,total,C2907_02,18
Percentage of employees in this business who participated in other job related skills training - 25% or less,Telecommunications,2,total,C2907_02,24
Percentage of employees in this business who participated in other job related skills training - 25% or less,Financial & insurance services,1,total,C2907_02,135
Percentage of employees in this business who participated in other job related skills training - 25% or less,Finance,2,total,C2907_02,45
Percentage of employees in this business who participated in other job related skills training - 25% or less,Insurance,2,total,C2907_02,9
Percentage of employees in this business who participated in other job related skills training - 25% or less,Auxiliary,2,total,C2907_02,84
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Rental, hiring, & real estate services",1,total,C2907_02,180
Percentage of employees in this business who participated in other job related skills training - 25% or less,"Professional, scientific, & technical services",1,total,C2907_02,546
Percentage of employees in this business who participated in other job related skills training - 25% or less,Computer systems design,2,total,C2907_02,93
Percentage of employees in this business who participated in other job related skills training - 25% or less,Other professional scientific,2,total,C2907_02,456
Percentage of employees in this business who participated in other job related skills training - 25% or less,Administrative & support services,1,total,C2907_02,330
Percentage of employees in this business who participated in other job related skills training - 25% or less,Education & training,1,total,C2907_02,138
Percentage of employees in this business who participated in other job related skills training - 25% or less,Health care & social assistance,1,total,C2907_02,318
Percentage of employees in this business who participated in other job related skills training - 25% or less,Arts & recreation services,1,total,C2907_02,78
Percentage of employees in this business who participated in other job related skills training - 25% or less,Other services,1,total,C2907_02,222
Percentage of employees in this business who participated in other job related skills training - 25% or less,total,0,total,C2907_02,8070
Percentage of employees in this business who participated in other job related skills training - 50% or less,total,0,6–19 employees,C2907_03,3168
Percentage of employees in this business who participated in other job related skills training - 50% or less,total,0,20–49 employees,C2907_03,948
Percentage of employees in this business who participated in other job related skills training - 50% or less,total,0,50–99 employees,C2907_03,300
Percentage of employees in this business who participated in other job related skills training - 50% or less,total,0,100+ employees,C2907_03,261
Percentage of employees in this business who participated in other job related skills training - 50% or less,"Agriculture, forestry, & fishing",1,total,C2907_03,303
Percentage of employees in this business who participated in other job related skills training - 50% or less,Agriculture,2,total,C2907_03,195
Percentage of employees in this business who participated in other job related skills training - 50% or less,Commercial fishing,2,total,C2907_03,9
Percentage of employees in this business who participated in other job related skills training - 50% or less,Forestry & logging,2,total,C2907_03,21
Percentage of employees in this business who participated in other job related skills training - 50% or less,"Agriculture, forestry, & fishing support services",2,total,C2907_03,78
Percentage of employees in this business who participated in other job related skills training - 50% or less,Mining,1,total,C2907_03,24
Percentage of employees in this business who participated in other job related skills training - 50% or less,Manufacturing,1,total,C2907_03,555
Percentage of employees in this business who participated in other job related skills training - 50% or less,"Food, beverage, & tobacco",2,total,C2907_03,147
Percentage of employees in this business who participated in other job related skills training - 50% or less,"Textile, clothing, footwear, & leather",2,total,C2907_03,18
Percentage of employees in this business who participated in other job related skills training - 50% or less,Wood & paper product,2,total,C2907_03,51
